code|answers|content|note
CLE19.1||Отражает ли базовая ставка / индекс инфляции (в случае индексации ставки на уровень инфляции) временную стоимость денег в валюте договора?|<i>Данный вопрос применим к процентной ставке, устанавливаемой на период пролонгации.</i><br><br>Если валюта договора отличается от валюты базового индикатора, определенных на период пролонгации, то указывается ответ "Нет". Например, по сделке в USD на период пролонгации предусмотрено начисление процентов по плавающей ставке с базовым индикатором Mosprime - в таком случае ответ "Нет".
CLE19.2||Содержит ли договор инверсированную плавающую процентную ставку?|<i>Данный вопрос применим к процентной ставке, устанавливаемой на период пролонгации.</i><br><br>Инверсированная ставка - это плавающая ставка, изменяющаяся в направлении обратном к изменениям значений базового индикатора. То есть, чем больше значение базового индикатора, тем меньше значение процентной ставки по сделке.<br><br>Пример:<br><br>В соответствии с условиями кредита, номинированного в долларах США, процентная ставка на период пролонгации рассчитывается как: «10% - Libor 3M», то есть ставка на процентный период равна разнице между фиксированной маржой и значением Libor 3M. Таким образом, чем больше значение базового индикатора, тем меньше процентная ставка по сделке.
CLE19.3||Присутствует ли эффект рычага в отношении ставки?|<i>Данный вопрос применим к процентной ставке, устанавливаемой на период пролонгации.</i><br><br>Если при расчете величины процентной ставки по сделке с плавающей процентной ставкой перед базовым индикатором присутствует коэффициент, величина которого по модулю > 1, то ответ "Да".<br><br>Например:<br>Если базовая ставка задается как "LIBOR 3M USD", то коэффициент = 1 - ответ "Нет";<br>Если базовая ставка задается как "4 * LIBOR 3M USD", то коэффициент = 4 - ответ "Да";<br>Если базовая ставка задается как "-3 * LIBOR 3M USD", то коэффициент = -3 - ответ "Да".
CLE19.4||Дата начала процентного периода соответствует дате котировки?|<ins>Данный вопрос применим к процентной ставке, устанавливаемой на период пролонгации.</ins><br><br>Например: По кредиту, номинированному в долларах США со сроком действия 5 лет, установлена плавающая ставка Libor3M+4%. Расчет процентов к начислению производится ежеквартально на начало процентного периода на основании значения базовой ставки Libor3M, установленной на начало предыдущего процентного периода.<br><br>Таким образом, для расчета процентных платежей на 01.04.2017 используется котировка Libor3M на дату 01.01.2017 - ответ "Нет".
CLE19.5||Индекс срока базового индикатора соответствует сроку на который определяется значение базового индикатора?|<i>Данный вопрос применим к процентной ставке, устанавливаемой на период пролонгации.</i><br><br>Если по сделке, номинированной в USD, применяется плавающая процентная ставка, которая определяется как Libor3M USD + 2%, и значение котировки базового индикатора Libor3M USD определяется (актуализируется) ежеквартально (то есть каждые 3 месяца), то ответ - "Да".<br><br>Если по сделке, номинированной в USD, применяется плавающая процентная ставка, которая определяется как Libor3M USD + 2%, и значение котировки базового индикатора Libor3M USD определяется (актуализируется) раз в полгода (то есть каждые 6 месяцев), то ответ - "Нет".<br><br>Если по сделке, номинированной в USD, применяется плавающая процентная ставка, которая рассчитывается как среднеарифметическое ставок Libor3M и Libor12M, то срочность базовой ставки определить невозможно и ответ также - "Нет".
CLE19.6||Наличие прочих условий, которые модифицируют элемент временной стоимости денег?|<i>Данный вопрос применим к процентной ставке, устанавливаемой на период пролонгации.</i><br><br>Например:<br>1) условие, предусматривающее периодический пересмотр процентной ставки по активу до среднего значения определённых краткосрочных и долгосрочных ставок;<br><br>2) условие, предусматривающее пересмотр процентной ставки на полугодовой основе до уровня, отражающего текущее значение кривой доходности по инструментам с пятилетним сроком погашения.
CLE19.7.1||Разница между датой начала процентного периода и котировкой базового индикатора не превышает 30 дней или используется наиболее актуальная из возможных котировок?|<i>Данный вопрос применим к процентной ставке, устанавливаемой на период пролонгации.</i><br><br>Разница между датой начала процентного периода и котировкой базового индикатора не превышает 30 дней или используется наиболее актуальная из возможных котировок?
CLE19.7.2||Отклонение в графике платежей по всем возможным сценариям за любой отчетный период и на весь срок действия договора равно или превышает 10%? (Выявляется при прохождении Benchmark-Теста)|<ins>Данный вопрос применим к процентной ставке, устанавливаемой на период пролонгации.</ins><br><br>Если Benchmark-тест не пройден, то ставится "Да"
CLE20.1|{'yes':'Да, возможно изменение ставки, при этом договор  <ins>НЕустанавливает</ins>  &laquo;шаг&raquo; изменения и/или степень изменения ставки','no_with_condition':'Нет, предусмотрены условия, изменяющие процентную ставку <ins>И С </ins> установлением &laquo;шага&raquo;/степени изменения ставки <ins>И БЕЗ установления</ins> &laquo;шага&raquo;/степени изменения ставки ','no_not_condition':'Нет, в договоре нет условий, изменяющих ставку', 'no_with_step':'Нет, возможно изменение'} ставки, но договор устанавливает &laquo;шаг&raquo; изменения и/или степень' }|Предусмотрено ли договором безусловное или условное право Кредитора изменять процентную ставку, при этом <ins>договор НЕ устанавливает</ins>&laquo;шаг&raquo; изменения и/или степень зависимости ставки от наступления условного события?|<i>Данный вопрос применим к процентной ставке, устанавливаемой на период пролонгации.</i><br><br>1) Ответ на вопрос "Нет, возможно изменение ставки, но договор устанавливает «шаг» изменения и/или степень", в случаях если договором предусмотрены условия, изменяющие процентную ставку и при этом установлен шаг/степень изменения ставки. Например, таким условием будет являться: "В случае отсутствия страхования залога в аккредитованных страховых компаниях, процентная ставка по договору увеличивается на 2%";<br><br>2) Ответ на вопрос "Да, возможно изменение ставки, при этом договор НЕ устанавливает «шаг» изменения и/или степень изменения ставки", в случаях если договором предусмотрены условия, изменяющие процентную ставку, но при этом шаг/степень изменения ставки не установлен. Например, таким условием будет являться: "Банк оставляет за собой право в одностороннем порядке производить изменение ставки по договору в том числе, но не исключительно, при условии принятия Банком России решения об изменении ключевой ставки";<br><br>3) Ответ на вопрос "Нет, предусмотрены условия изменяющие процентную ставку И С установлением «шага»/степени изменения ставки, И БЕЗ установления «шага»/степени изменения ставки", в случаях если договором предусмотрены оба вида условий, описанных в пунктах 1 и 2;<br><br>4) Ответ на вопрос "Нет, в договоре нет условий, изменяющих ставку", в случаях если договором не предусмотрены условия, изменяющие величину процентной ставки.
CLE20.2.1||Соблюдаются ли следующие условия:<br>- Договором предусмотрено право досрочного погашения в случае пересмотра ставки со стороны Кредитора<br>- В договоре отсутствует условие, которое прямо или косвенно ограничивает Заемщика в возможности рефинансировать задолженность в другом банке<br>- Рынок банковских услуг, в рамках которого оперирует Заемщик, является конкурентным (т.о., обеспечивая Заемщику возможность рефинансирования и сдерживая необоснованный рост ставок)?|<i>Данный вопрос применим к процентной ставке, устанавливаемой на период пролонгации.</i><br><br>Ответ "Да" если договором предусмотрено условие, позволяющее Заемщику досрочно погасить задолженность по своему решению, в том числе в случаях пересмотра величины процентной ставки со стороны Банка.
CLE20.2.2||Соблюдаются ли следующие условия:<br>- Договором предусмотрено право досрочного погашения в случае пересмотра ставки со стороны Кредитора<br>- В договоре отсутствует условие, которое прямо или косвенно ограничивает Заемщика в возможности рефинансировать задолженность в другом банке<br>- Рынок банковских услуг, в рамках которого оперирует Заемщик, является конкурентным (т.о., обеспечивая Заемщику возможность рефинансирования и сдерживая необоснованный рост ставок)?|<i>Данный вопрос применим к процентной ставке, устанавливаемой на период пролонгации.</i><br><br>Ответ "Да" если договором предусмотрено условие, позволяющее Заемщику досрочно погасить задолженность по своему решению, в том числе в случаях пересмотра величины процентной ставки со стороны Банка.
CLE21.1|{'yes':'Да','no':'Нет, условие отсутствует'}|Есть ли в договоре условие, изменяющее процентную ставку на определенное количество процентных пунктов в зависимости от изменения стоимости фондирования?|<i>Данный вопрос применим к процентной ставке, устанавливаемой на период пролонгации.</i><br><br>Ответ "Да" если договором предусмотрено условие, изменяющее процентную ставку на определенное количество процентных пунктов в зависимости от изменения стоимости фондирования.<br><br>Например, Банк выдал Заемщику кредит в рамках программы стимулирования кредитования субъектов малого и среднего предпринимательства. Процентная ставка по кредитному договору составляет 10%. В рамках программы Банк вправе получить определенный объем средств у Банка России по сниженной (льготной) процентной ставке и направлять его на цели кредитования соответствующих предприятий. Условиями договора предусмотрено, что в случае приостановки или прекращения действия программы по любой причине в течение действия кредитного договора (в том числе, если Заемщик перестал удовлетворять критериям участника программы), процентная ставка по кредитному договору увеличивается до 11%.
CLE21.2|{'yes':'Да','no':'Нет, условие отсутствует'}|Есть ли в договоре условие, увеличивающее процентную ставку на определенное количество процентных пунктов в зависимости от возрастающих кредитных рисков?|<ins>Данный вопрос применим к процентной ставке, устанавливаемой на период пролонгации.</ins><br><br>Например:<br><br>1) "Банк вправе увеличить размер процентной ставки на 2 (Два) процента годовых, в случае превышения коэффициента, рассчитываемого как отношение Долгосрочных и краткосрочных обязательств к EBITDAR, свыше 7.0";<br><br>2) "В случае отсутствия страхования залогового обеспечения в аккредитованных страховых компаниях, процентная ставка по договору увеличивается на 2%".
CLE21.3||Есть ли в договоре условие, изменяющее процентную ставку на определенное количество процентных пунктов в зависимости от объема кросс-продаж?|<i>Данный вопрос применим к процентной ставке, устанавливаемой на период пролонгации.</i><br><br>Например: "Банк вправе увеличить размер процентной ставки на 2 (Два) процента годовых, в случае не выполнения условия поддержания среднедневных остатков по счетам Заемщика в Банке"
CLE21.3.1||Есть ли в договоре условие, позволяющее Заемщику досрочно погасить задолженность по своему решению?|<i>Данный вопрос применим к процентной ставке, устанавливаемой на период пролонгации.</i><br><br>Ответ "Да" если договором предусмотрено условие, позволяющее Заемщику досрочно погасить задолженность по своему решению, в том числе в случаях пересмотра величины процентной ставки при невыполнении условий кросс-продаж.
CLE21.3.2||Элемент кросс-продаж отвечает характеристикам, приведенным в мотивированном суждении Банка об изменении процентной ставки в зависимости от кросспродаж?|
CLE21.3.3||Влияние элемента кросс-продаж на процентную ставку согласовано с представителями БФ и элемент признан проходящим SPPI-тест?|
CLE21.4||Процентная ставка меняется в зависимости от изменения кредитных рисков, при этом рост риска ведет к понижению ставки по кредиту?|<i>Данный вопрос применим к процентной ставке, устанавливаемой на период пролонгации.</i><br><br>Ответ "Да", если договором предусмотрено условие, снижающее процентную ставку на определенное количество процентных пунктов при росте кредитных рисков.<br><br>Например:<br><br>1) "Процентная ставка по договору снижается на 2 (Два) процента годовых, в случае превышения коэффициента, рассчитываемого как отношение Долгосрочных и краткосрочных обязательств к EBITDAR, свыше 7.0";<br>2) "В случае отсутствия страхования залогового обеспечения в аккредитованных страховых компаниях, процентная ставка по договору снижается на 2%"
CLE21.5||Изменения рыночных котировок (котировки на фондовых, валютных, сырьевых рынках,цены на товары/услуги)?|<i>Данный вопрос применим к процентной ставке, устанавливаемой на период пролонгации.</i><br><br>Например:<br><br>"По кредитному договору установлена фиксированная процентная ставка 8%. Условием договора предусмотрено, что если за предыдущий процентный период средний курс EUR превысит значение 84 рубля, то процентная ставка составит 12%"
CLE21.6||Содержат ли условия договора зависимость процентной ставки отличную от описанных в пунктах 21.3-21.5?|
CLE21.6.1||Влияние элемента на процентную ставку отражает временную стоимость денег и соответствует базовому кредитному соглашению? (в случае необходимости общаться в БФ)|Базовое кредитное соглашение - договор, предусматривающий денежные потоки, являющиеся исключительно платежами в счет основной суммы долга и процентов на непогашенную часть основной суммы долга.
CLE22||Присутствует ли в первоначальных условиях договора условие о компенсации за продлении срока действия договора?|
CLE23||Данная компенсация за продление срока действия договора не превышает 5% от пролонгируемой суммы обязательств Заемщика на дату пролонгации?|
CLE23.1|{'yes':'Да','no':'Нет, условие отсутствует'}|Данная компенсация за пролонгацию обуславливается дополнительными экономически обоснованными расходами Кредитора?|
CLE23.2||Данная компенсация за пролонгацию сделки отражает изменение рыночных котировок на фондовых, валютных и сырьевых рынках по иным сделкам, отличным от тестируемой?|Например:<br><br>1) По кредитному договору установлена фиксированная комиссия за пролонгацию 1%. Кредитным договором предусмотрено, что если в момент пролонгации рыночная котировка на нефть превышает 60 долларов США за баррель, то комиссия за пролонгацию составит 4%;<br><br>2) По кредитному договору установлена фиксированная комиссия за пролонгацию 0,5% от величины остатка основного долга. Условием договора предусмотрено, что если за предшествующие 90 дней стоимость 1 обыкновенной акции ПАО "Пример" превысит значение Х рублей, то комиссия за пролонгацию составит 4%;<br><br>3) По кредитному договору установлена фиксированная комиссия за пролонгацию 0,5% от величины остатка основного долга. Условием договора предусмотрено, что если за предыдущий процентный период средний курс EUR превысит значение 84 рубля, то комиссия за пролонгацию составит 4%.
CLE23.3||Выявлены иные факторы, влияющие на определение компенсации?|
CLE23.3.1||Влияние иных факторов по определению компенсации признано соответствующим критериям прохождения SPPI-тестирования или признано несущественным (с учетом мнения БФ при необходимости)?|
CLE24|{'yes':'Да, срок кредитования менее 1 года','no':'Нет, срок кредитования более года'}|Договором предусмотрено предоставление Заемщику кредитных средств сроком до 1-го года?|
CLE25||Заемщик отнесен к риск-сегменту, отражающему проектный риск-профиль?|Необходимо указать риск-профиль Заемщика в соответствии с Методикой классификации кредитных требований корпоративных клиентов ПАО Сбербанк по риск-сегментам
CLE26||Маркер свободной кредитоемкости* >= cумма выдаваемого кредита (лимита кредитной линии)?|Маркер свободной кредитоемкости - показывает теоретически возможный дополнительный объем предоставления продуктов в рамках кредитования текущей деятельности Заемщика и рассчитывается в порядке, установленном «Методикой расчета свободной кредитоемкости»
CLE27||Права требования Кредитора ограничены определенными активами или денежными потоками от определенных активов Заемщика?|Ответ "Да", если договором предусмотрено, что Заемщик отвечает по своим обязательствам только оговоренным перечнем имущества и Банк не имеет возможности обратить взыскание, в том числе в судебном порядке, на прочее имущество Заемщика.
CLE28.1||Доля кредитных средств, предоставленных Банком, не превышает 70% от стоимости проекта в каждую единицу времени в течение всего срока договора?|Ответ "Да", если структура сделки предусматривает, что доля кредитных средств, предоставленных Банком, не превышает 70% от стоимости проекта* в каждую единицу времени в течение всего срока договора.<br><br>*Сметная стоимость проекта, заявленная Заемщиком, должна быть верифицирована Банком. В частности, подтверждением корректности сметной стоимости проекта может служить заключение независимой инжиниринговой компании, или заключенные договоры с подрядчиками/поставщиками на реализацию проекта в размере не менее 60% от стоимости проекта, или другие подтверждающие документы, признаваемые Банком в соответствии с ВНД.
CLE28.2||Заемщик (или Группа Заемщика) участвует в проекте в размере не менее 30% от стоимости проекта в течение всего срока договора (либо путем прямого участия в капитале Заемщика, либо посредством кредитов Заемщику,которые субординированы по отношению к кредиту Банка)?|Ответ "Да", если структура сделки предусматривает, что доля участия Заемщика (или Группы Заемщика) в проекте составляете не менее 30% от стоимости проекта* в течение всего срока договора<br><br>*Сметная стоимость проекта, заявленная Заемщиком, должна быть верифицирована Банком. В частности, подтверждением корректности сметной стоимости проекта может служить заключение независимой инжиниринговой компании, или заключенные договоры с подрядчиками/поставщиками на реализацию проекта в размере не менее 60% от стоимости проекта, или другие подтверждающие документы, признаваемые Банком в соответствии с ВНД.
CLE28.3||Общая справедливая стоимость всех видов обеспечения превышает стоимость сделки?|1) Порядок расчета ЗалОб:<br><b>ЗалОб=Об1 * (1 - Д1) + Об2 * (1 - Д2) + Об3 * (1 - Д3)</b>, где<br>ЗалОб - стоимость переданного обеспечения,<br><br>Дi - дисконт, применяемый в отношении конкретного вида обеспечения для целей расчета "ЗалОб".<br><br>2) В расчете ЗалОб учитываются:<br>- гарантии и поручительства (пункт 2.6.3 регламента 285-р);<br>- основное комфортное обеспечение (регламент 2222-р)<br><br>3) ЗалОБ оценивается на момент признания и на момент изменения условий (реструктуризации). Если величина ЗалОб изменяется в период жизни кредита (но без изменения условий договора), то пересчет не требуется;
CLE29||Договор предусматривает обязательство третьей стороны по поддержанию показателя ЗалОбМарж* на уровне не ниже 0,9 * Справедливая стоимость финансового актива?|Ответ "Да" если выполняются оба условия:<br><br>1) В договоре есть условие, согласно которому третья сторона (не Заемщик и не Банк) обязуется поддерживать уровень обеспеченности на определенном уровне;<br><br>2) Уровень обеспечения, который обязуется поддерживать третья сторона, является достаточным т.е. «ЗалОбМарж» ≥ 0,9 * Справедливая стоимость финансового актива.<br><br>ЗалОбМарж = Об1 * (1 - Д1) + Об2 * (1 - Д2) + Об3 * (1 - Д3), где<br><br>ЗалОбМарж – общая стоимость обеспечения,<br>Обi – справедливая стоимость вида обеспечения,<br>Дi – дисконт, применяемый в отношении данного вида обеспечения в соответствии со Шкалой залоговых дисконтов Банка.
CLE29.1||В соответствии с ВНД №3867-2/3 третья сторона имеет рейтинг не хуже 17?|
CLE30||Договор предусматривает зависимость потоков по договору (платежи по основному долгу и/или процентам) от изменения переменной/наступления условного события?|Например:<br><br>1) Банк заключает с контрагентом договор предоплаты сырья сроком на 1 год, в соответствии с которым Банк уплачивает контрагенту аванс 100 млн. долларов в счет будущих поставок сырья (нефти). По первым поставкам предусмотрена фиксированная цена за единицу объема (баррель), далее с течением срока действия договора, цена будет определяться в соответствии с публикуемым рыночным индексом. График погашения по договору на дату выдачи выстроен с учетом прогнозных значений цены на нефть, и договором предусмотрена корректировка графика в случае отличия фактических показателей от прогнозных.<br><br>2) Условиями кредитного договора предусмотрено, что в случае превышения показателем EBITDA Заемщика порогового значения, установленного договором, Заемщик обязуется осуществлять перечислять избыточный объем денежных средств в счет досрочного погашения задолженности перед Банком («cash sweep»).<br><br>3) Условиями кредитного договора предусмотрено, что в случае непредоставления или несвоевременного предоставления Заемщиком своей финансовой отчетности, Банк вправе взыскать штраф в сумме 0,5% от величины ссудной задолженности на момент нарушения условия.
CLE31||Переменная/условное событие носит финансовый характер (например, зависимость потоков от индекса цен, котировок)?|
CLE32||Нефинансовая переменная/ условное событие является специфичной только для одной из сторон по договору?|Например, изменение показателя EBITDA Заемщика.<br><br>Примером неподконтрольной переменной составляющей / условным событием является изменение индекса инфляции, так как данная переменная влияет не только на сторону по договору и не может в одностороннем порядке контролироваться стороной по договору.
CLE33||Переменная / условное событие приводит только к изменению графика, не меняя суммы основного долга, при этом проценты начисляются на фактический остаток долга?|Например:<br><br>Банк заключает с контрагентом кредитный договор  сроком на 1 год, в соответствии с которым Банк предоставляет контрагенту 100 млн. долларов.  График погашения по договору на дату выдачи выстроен с учетом прогнозных значений цены на нефть, и договором предусмотрена корректировка графика в сторону увеличения платежей в погашение основного долга в случае отличия фактических показателей стоимости цен на нефть от прогнозных в большую сторону. Таким образом, Заемщик быстрее выгашивает задолженность, при этом сумма общей задолженности не увеличивается.
CLE34||Изменение переменной/наступление условного события приводит к изменению суммы основного долга?|Например:<br><br>Банк предоставляет Заемщику субординированный кредит. Условиями договора предусмотрено, что в случае если собственный капитал Заемщика упадет ниже 2% или в случае начала процедур банкротства Заемщика , обязательства Заемщика по погашению кредита прекращаются, и сумма основного долга и начисленных процентов на момент наступления такого события подлежат списанию.
CLE35.1|{'yes':'Да','no':'Нет, условие отсутствует'}|Платежи по договору меняются в зависимости от изменения стоимости фондирования?|Ответ "Да" если договором предусмотрено условие, изменяющее CF по договору в зависимости от изменения стоимости фондирования.<br><br>Например, Банк выдал Заемщику кредит в рамках программы стимулирования кредитования субъектов малого и среднего предпринимательства. Процентная ставка по кредитному договору составляет 10%. В рамках программы Банк вправе получить определенный объем средств у Банка России по сниженной (льготной) процентной ставке и направлять его на цели кредитования соответствующих предприятий. Условиями договора предусмотрено, что в случае приостановки или прекращения действия программы по любой причине в течение действия кредитного договора (в том числе, если Заемщик перестал удовлетворять критериям участника программы), то Банк начинает дополнительно взимать с Заемщика на периодической основе плату за обслуживание кредита в размере 4% годовых от остатка задолженности.
CLE35.2|{'yes':'Да','no':'Нет, условие отсутствует'}|Платежи по договору меняются в зависимости от изменения кредитных рисков, при этом рост риска ведет к увеличению CF по кредитному договору?|Например:<br><br>1) Банк взимает с Заемщика штраф в размере 0,5% от величины ссудной задолженности, в случае нарушения Заемщиком ковенанта по превышению коэффициента, рассчитываемого как отношение Долгосрочных и краткосрочных обязательств к EBITDAR, свыше 7.0;<br><br>2) В случае отсутствия страхования залогового обеспечения в аккредитованных страховых компаниях, Банк взимает с Заемщика штраф в размере 1% от величины ссудной задолженности за каждый месяц в котором выявлено отсутвие страхования объекта залогового обеспечения.
CLE35.3||Платежи по договору меняются в зависимости от наличия и объема кросс-продаж?|Например: "Банк вправе увеличить размер платы за обслуживание кредита на 2 (Два) процента годовых, в случае не выполнения условия поддержания среднедневных остатков по счетам Заемщика в Банке"
CLE35.3.1||Есть ли в договоре условие, позволяющее Заемщику досрочно погасить задолженность по своему решению?|Ответ "Да" если договором предусмотрено условие, позволяющее Заемщику досрочно погасить задолженность по своему решению, в том числе в случаях пересмотра величины процентной ставки при невыполнении условий кросс-продаж.
CLE35.3.2||Элемент кросс-продаж отвечает характеристикам, приведенным в мотивированном суждении Банка об изменении денежных потоков в зависимости от кросс-продаж?|
CLE35.3.3||Влияние элемента кросс-продаж на денежные потоки согласовано с представителями БФ и элемент признан проходящим SPPI-тест?|
CLE35.4||Платежи по договору меняются в зависимости от изменения кредитных рисков, при этом рост риска ведет к снижению CF по кредитному договору?|Ответ  "Да", если договором предусмотрено условие, снижающее CF по кредитному договору при росте кредитных рисков.<br><br>Например:<br>1) "Плата за обслуживание кредита снижается на 2 (Два) процента годовых, в случае непредоставления или несвоевременного предоставления Заемщиком своей финансовой отчетности";<br><br>2) "В случае отсутствия страхования залогового обеспечения в аккредитованных страховых компаниях, процентная ставка по договору снижается на 2%"
